01053,BOURG EN BRESSE,1000,"",BOURG EN BRESSE,"46.2051520382,5.24602125501",10.53
01053,BOURG EN BRESSE,1000,BROU,BOURG EN BRESSE,"46.2051520382,5.24602125501",10.53
01344,ST DENIS LES BOURG,1000,"",ST DENIS LES BOURG,"46.2111998453,5.18462806771",13.44
01165,FRANCHELEINS,1090,"",FRANCHELEINS,"46.0735946256,4.81293575559",11.65
01183,GUEREINS,1090,"",GUEREINS,"46.106624674,4.78159420118",11.83
01169,GENOUILLEUX,1090,"",GENOUILLEUX,"46.1201611728,4.79288195016",11.69
01225,LURCY,1090,"",LURCY,"46.061730034,4.78075207026",12.25
01258,MONTCEAUX,1090,"",MONTCEAUX,"46.0962893261,4.80453564172",12.58
01263,MONTMERLE SUR SAONE,1090,"",MONTMERLE SUR SAONE,"46.0849573236,4.7608579486",12.63
01165,FRANCHELEINS,1090,AMAREINS,FRANCHELEINS,"46.0735946256,4.81293575559",11.65
01165,FRANCHELEINS,1090,CESSEINS,FRANCHELEINS,"46.0735946256,4.81293575559",11.65
01011,APREMONT,1100,"",APREMONT,"46.2054981558,5.65781475272",10.11
01031,BELLIGNAT,1100,"",BELLIGNAT,"46.2373497134,5.6360052884",10.31
01283,OYONNAX,1100,BOUVENT,OYONNAX,"46.2605435859,5.65344320923",12.83
01237,MARTIGNAT,1100,"",MARTIGNAT,"46.2030768095,5.61384033805",12.37
01283,OYONNAX,1100,VEYZIAT,OYONNAX,"46.2605435859,5.65344320923",12.83
01014,ARBENT,1100,"",ARBENT,"46.2834936005,5.69061651221",10.14
01171,GEOVREISSET,1100,"",GEOVREISSET,"46.2508621615,5.61271973915",11.71
01181,GROISSIAT,1100,"",GROISSIAT,"46.2260039429,5.61095413441",11.81
01283,OYONNAX,1100,"",OYONNAX,"46.2605435859,5.65344320923",12.83
01080,CHAMPDOR CORCELLES,1110,CHAMPDOR,CHAMPDOR CORCELLES,"46.0198844188,5.60008759722",10.8
01185,PLATEAU D HAUTEVILLE,1110,CORMARANCHE EN BUGEY,PLATEAU D HAUTEVILLE,"45.9696520061,5.57627261783",11.85
01185,PLATEAU D HAUTEVILLE,1110,THEZILLIEU,PLATEAU D HAUTEVILLE,"45.9696520061,5.57627261783",11.85
01012,ARANC,1110,"",ARANC,"46.0015344029,5.51130637511",10.12
01080,CHAMPDOR CORCELLES,1110,CORCELLES,CHAMPDOR CORCELLES,"46.0198844188,5.60008759722",10.8
01121,CORLIER,1110,"",CORLIER,"46.0336885573,5.49635755029",11.21
01311,PREMILLIEU,1110,"",PREMILLIEU,"45.876457149,5.56475010385",13.11
01060,BRENOD,1110,"",BRENOD,"46.0759940484,5.61418361314",10.6
01185,PLATEAU D HAUTEVILLE,1110,HAUTEVILLE LOMPNES,PLATEAU D HAUTEVILLE,"45.9696520061,5.57627261783",11.85
01185,PLATEAU D HAUTEVILLE,1110,HOSTIAZ,PLATEAU D HAUTEVILLE,"45.9696520061,5.57627261783",11.85
01142,DAGNEUX,1120,"",DAGNEUX,"45.8531616918,5.07289166803",11.42
01049,LA BOISSE,1120,"",LA BOISSE,"45.8446213549,5.02783224111",10.49
01262,MONTLUEL,1120,CORDIEUX,MONTLUEL,"45.8909006209,5.01987566185",12.62
01297,PIZAY,1120,"",PIZAY,"45.8928509581,5.08915465965",12.97
01342,STE CROIX,1120,"",STE CROIX,"45.895522477,5.04935536228",13.42
01262,MONTLUEL,1120,"",MONTLUEL,"45.8909006209,5.01987566185",12.62
01262,MONTLUEL,1120,JAILLEUX,MONTLUEL,"45.8909006209,5.01987566185",12.62
01276,NIEVROZ,1120,"",NIEVROZ,"45.8222941077,5.05949629195",12.76
01418,THIL,1120,"",THIL,"45.8169214201,5.0184098869",14.18
01298,PLAGNE,1130,"",PLAGNE,"46.1883038423,5.71763811249",12.98
01357,ST GERMAIN DE JOUX,1130,"",ST GERMAIN DE JOUX,"46.1821955394,5.74672259773",13.57
01035,BELLEYDOUX,1130,"",BELLEYDOUX,"46.2530316409,5.78471723698",10.35
01087,CHARIX,1130,"",CHARIX,"46.1856344066,5.6811896084",10.87
01152,ECHALLON,1130,"",ECHALLON,"46.2271364137,5.73330448395",11.52
01204,LE POIZAT LALLEYRIAT,1130,LALLEYRIAT,LE POIZAT LALLEYRIAT,"46.1479592076,5.71829194244",12.04
01204,LE POIZAT LALLEYRIAT,1130,LE POIZAT,LE POIZAT LALLEYRIAT,"46.1479592076,5.71829194244",12.04
01174,GIRON,1130,"",GIRON,"46.2227121191,5.78049809256",11.74
01269,NANTUA,1130,"",NANTUA,"46.1537845403,5.61352793799",12.69
01274,LES NEYROLLES,1130,"",LES NEYROLLES,"46.1342937114,5.63714517869",12.74
01348,ST DIDIER SUR CHALARONNE,1140,"",ST DIDIER SUR CHALARONNE,"46.1840408682,4.81645666173",13.48
01252,MOGNENEINS,1140,"",MOGNENEINS,"46.1446696076,4.820110702",12.52
01351,ST ETIENNE SUR CHALARONNE,1140,"",ST ETIENNE SUR CHALARONNE,"46.1468059584,4.86696454244",13.51
01188,ILLIAT,1140,"",ILLIAT,"46.1866986838,4.88840344003",11.88
01167,GARNERANS,1140,"",GARNERANS,"46.2136224825,4.82843188743",11.67
01420,THOISSEY,1140,"",THOISSEY,"46.1700943481,4.79387095814",14.2
01428,VALEINS,1140,"",VALEINS,"46.1146467438,4.86551696868",14.28
01295,PEYZIEUX SUR SAONE,1140,"",PEYZIEUX SUR SAONE,"46.1226331853,4.82243226719",12.95
01047,BLYES,1150,"",BLYES,"45.8469686113,5.25166055884",10.47
01386,ST SORLIN EN BUGEY,1150,"",ST SORLIN EN BUGEY,"45.886308438,5.37608915006",13.86
01431,VAUX EN BUGEY,1150,"",VAUX EN BUGEY,"45.9201205456,5.36353184193",14.31
01099,CHAZEY SUR AIN,1150,"",CHAZEY SUR AIN,"45.8929448968,5.25528498524",10.99
01202,LAGNIEU,1150,"",LAGNIEU,"45.8917015798,5.32917518895",12.02
01213,LEYMENT,1150,"",LEYMENT,"45.9269989549,5.2947657235",12.13
01366,STE JULIE,1150,"",STE JULIE,"45.8819723176,5.28452304614",13.66
01390,ST VULBAS,1150,"",ST VULBAS,"45.8222315102,5.27019602929",13.9
01396,SAULT BRENAZ,1150,"",SAULT BRENAZ,"45.8654038798,5.40416104083",13.96
01411,SOUCLIN,1150,"",SOUCLIN,"45.8781798572,5.43058627512",14.11
01444,VILLEBOIS,1150,"",VILLEBOIS,"45.8485624628,5.44711117486",14.44
01151,DRUILLAT,1160,"",DRUILLAT,"46.067579544,5.29361666429",11.51
01273,NEUVILLE SUR AIN,1160,"",NEUVILLE SUR AIN,"46.0909654813,5.37349784691",12.73
01304,PONT D AIN,1160,"",PONT D AIN,"46.0542077091,5.34703652618",13.04
01374,ST MARTIN DU MONT,1160,"",ST MARTIN DU MONT,"46.1061500835,5.32551470817",13.74
01314,PRIAY,1160,"",PRIAY,"46.0197521486,5.28523353803",13.14
01425,LA TRANCLIERE,1160,"",LA TRANCLIERE,"46.0970027075,5.26099875456",14.25
01430,VARAMBON,1160,"",VARAMBON,"46.0433928197,5.2947944594",14.3
01173,GEX,1170,"",GEX,"46.3471891747,6.04650555568",11.73
01399,SEGNY,1170,"",SEGNY,"46.2935928404,6.07287743792",13.99
01153,ECHENEVEX,1170,"",ECHENEVEX,"46.3160845207,6.01926187996",11.53
01071,CESSY,1170,"",CESSY,"46.315689376,6.0779844362",10.71
01247,MIJOUX,1170,"",MIJOUX,"46.3622451724,6.00902631941",12.47
01103,CHEVRY,1170,"",CHEVRY,"46.283152935,6.04707941462",11.03
01135,CROZET,1170,"",CROZET,"46.2915659686,5.99510417092",11.35
01436,VESANCY,1170,"",VESANCY,"46.3610768127,6.08470665475",14.36
01057,BOZ,1190,"",BOZ,"46.4051688134,4.9135797178",10.57
01094,CHAVANNES SUR REYSSOUZE,1190,"",CHAVANNES SUR REYSSOUZE,"46.4379785193,5.00693749662",10.94
01305,PONT DE VAUX,1190,"",PONT DE VAUX,"46.4422864477,4.92862459427",13.05
01050,BOISSEY,1190,"",BOISSEY,"46.3727973545,4.9989764059",10.5
01284,OZAN,1190,"",OZAN,"46.3867168877,4.91805840196",12.84
01016,ARBIGNY,1190,"",ARBIGNY,"46.4776762988,4.9599416863",10.16
01102,CHEVROUX,1190,"",CHEVROUX,"46.38249255,4.96288275972",11.02
01352,ST ETIENNE SUR REYSSOUZE,1190,"",ST ETIENNE SUR REYSSOUZE,"46.4030398952,5.00605581573",13.52
01175,GORREVOD,1190,"",GORREVOD,"46.414943437,4.95120595427",11.75
01323,REYSSOUZE,1190,"",REYSSOUZE,"46.4285569061,4.91285056272",13.23
01337,ST BENIGNE,1190,"",ST BENIGNE,"46.4519173207,4.95309825903",13.37
01402,SERMOYER,1190,"",SERMOYER,"46.4981991944,4.97856020441",14.02
01033,VALSERHONE,1200,CHATILLON EN MICHAILLE,VALSERHONE,"46.1067901755,5.83202736464",10.33
01044,BILLIAT,1200,"",BILLIAT,"46.0791346715,5.76591818163",10.44
01104,CHEZERY FORENS,1200,"",CHEZERY FORENS,"46.222573373,5.87248105275",11.04
01114,CONFORT,1200,"",CONFORT,"46.1543700156,5.83319395258",11.14
01257,MONTANGES,1200,"",MONTANGES,"46.17325293,5.79006091307",12.57
01033,VALSERHONE,1200,BELLEGARDE SUR VALSERINE,VALSERHONE,"46.1067901755,5.83202736464",10.33
01033,VALSERHONE,1200,VOUVRAY,VALSERHONE,"46.1067901755,5.83202736464",10.33
01189,INJOUX GENISSIAT,1200,"",INJOUX GENISSIAT,"46.0497734524,5.75991363273",11.89
01033,VALSERHONE,1200,OCHIAZ,VALSERHONE,"46.1067901755,5.83202736464",10.33
